2022-03-27 11:01:03.888 DEBUG [16464] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:18-Z:16 X = 1195940.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 14:49:31.190 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (3) - Num chunks per bitmap side = 4 - Grid step in WUs = 40 - Num vertices per side = 128 + 1 - Size of the side in WUs = 5120
2022-03-27 14:49:31.194 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (4) - Num chunks per bitmap side = 2 - Grid step in WUs = 80 - Num vertices per side = 64 + 1 - Size of the side in WUs = 5120
2022-03-27 14:49:31.197 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (5) - Num chunks per bitmap side = 1 - Grid step in WUs = 160 - Num vertices per side = 32 + 1 - Size of the side in WUs = 5120
2022-03-27 14:49:31.198 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::_ready
2022-03-27 14:49:31.199 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::_ready
2022-03-27 14:49:31.200 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::_ready
2022-03-27 14:49:31.481 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Camera::_ready
2022-03-27 14:49:31.482 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Entering world...
2022-03-27 14:49:31.484 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World entered...
2022-03-27 14:49:31.485 DEBUG [17572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Initializing world...
2022-03-27 14:49:33.923 INFO  [17572] [TheWorld_MapManager::Timer<class std::chrono::duration<__int64,struct std::ratio<1,1000> >,struct std::chrono::steady_clock>::printDuration@54] TheWorld_MapManager::MapManager::getVertices - Num Vertices: 1050625 - (X x Z): 1025 x 1025 - Found in DB: 606741 duration = 2437 ms
2022-03-27 14:49:33.927 DEBUG [17572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World initialization completed...
2022-03-27 14:49:39.075 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Exiting world...
2022-03-27 14:49:39.076 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World exited...
2022-03-27 14:49:39.085 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Exit world
2022-03-27 14:49:39.086 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Quitting...
2022-03-27 14:49:39.086 INFO  [22796] [godot::GDN_TheWorld_MainNode::deinit@37] TheWorld Main Node Deinitializing...
2022-03-27 14:49:39.086 INFO  [22796] [godot::GDN_TheWorld_Viewer::deinit@68] TheWorld Viewer Deinitializing...
2022-03-27 14:49:39.087 INFO  [22796] [godot::GDN_TheWorld_Viewer::deinit@74] TheWorld Viewer Deinitialized!
2022-03-27 14:49:39.088 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::deinit DONE!
2022-03-27 14:49:39.088 INFO  [22796] [godot::GDN_TheWorld_MainNode::deinit@62] TheWorld Main Node Deinitialized!
2022-03-27 14:49:39.088 INFO  [22796] [godot::GDN_TheWorld_Globals::deinit@80] TheWorld Globals Deinitializing...
2022-03-27 14:49:39.088 INFO  [22796] [TheWorld_MapManager::utils::~utils@54] *****************
2022-03-27 14:49:39.089 INFO  [22796] [TheWorld_MapManager::utils::~utils@55] Log Terminated!
2022-03-27 14:49:39.089 INFO  [22796] [TheWorld_MapManager::utils::~utils@56] *****************
2022-03-27 14:49:39.089 INFO  [22796] [godot::GDN_TheWorld_Globals::deinit@84] TheWorld Globals Deinitialized!
2022-03-27 14:49:39.089 INFO  [22796] [godot::GDN_TheWorld_Globals::deinit@86] *****************
2022-03-27 14:49:39.089 INFO  [22796] [godot::GDN_TheWorld_Globals::deinit@87] Log Terminated!
2022-03-27 14:49:39.089 INFO  [22796] [godot::GDN_TheWorld_Globals::deinit@88] *****************
2022-03-27 14:49:39.090 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::deinit DONE!
2022-03-27 14:49:39.091 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::deinit DONE!
2022-03-27 14:49:39.093 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::_notification - Destroy Main Node
2022-03-27 14:49:39.095 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Camera::_notification - Destroy Camera
2022-03-27 14:49:39.097 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::_notification - Destroy Viewer
2022-03-27 14:49:39.115 DEBUG [22796] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::_notification - Destroy Globals
2022-03-27 15:07:16.974 INFO  [8364] [godot::GDN_TheWorld_Globals::init@57] ***************
2022-03-27 15:07:16.975 INFO  [8364] [godot::GDN_TheWorld_Globals::init@58] Log initilized!
2022-03-27 15:07:16.975 INFO  [8364] [godot::GDN_TheWorld_Globals::init@59] ***************
2022-03-27 15:07:16.975 INFO  [8364] [godot::GDN_TheWorld_Globals::init@61] TheWorld Globals Initializing...
2022-03-27 15:07:16.975 INFO  [8364] [TheWorld_MapManager::utils::init@47] ***************
2022-03-27 15:07:16.975 INFO  [8364] [TheWorld_MapManager::utils::init@48] Log initilized!
2022-03-27 15:07:16.975 INFO  [8364] [TheWorld_MapManager::utils::init@49] ***************
2022-03-27 15:07:16.977 INFO  [8364] [godot::GDN_TheWorld_Globals::init@68] TheWorld Globals Initialized!
2022-03-27 15:07:16.977 INFO  [8364] [godot::GDN_TheWorld_MainNode::init@141] TheWorld Main Node Initializing...
2022-03-27 15:07:16.977 INFO  [8364] [godot::GDN_TheWorld_Viewer::init@176] TheWorld Viewer Initializing...
2022-03-27 15:07:18.658 INFO  [8364] [godot::GDN_TheWorld_Viewer::init@182] TheWorld Viewer Initialized!
2022-03-27 15:07:18.658 INFO  [8364] [godot::GDN_TheWorld_MainNode::init@154] TheWorld Main Node Initialized!
2022-03-27 15:07:18.659 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Enabled!
2022-03-27 15:07:18.660 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Bitmap resolution = 1024 + 1
2022-03-27 15:07:18.661 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Num vertices per chunk side = 32 + 1
2022-03-27 15:07:18.662 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Lod max depth = 5 - Num lods = 6
2022-03-27 15:07:18.666 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (0) - Num chunks per bitmap side = 32 - Grid step in WUs = 5 - Num vertices per side = 1024 + 1 - Size of the side in WUs = 5120
2022-03-27 15:07:18.670 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (1) - Num chunks per bitmap side = 16 - Grid step in WUs = 10 - Num vertices per side = 512 + 1 - Size of the side in WUs = 5120
2022-03-27 15:07:18.673 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (2) - Num chunks per bitmap side = 8 - Grid step in WUs = 20 - Num vertices per side = 256 + 1 - Size of the side in WUs = 5120
2022-03-27 15:07:18.676 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (3) - Num chunks per bitmap side = 4 - Grid step in WUs = 40 - Num vertices per side = 128 + 1 - Size of the side in WUs = 5120
2022-03-27 15:07:18.680 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (4) - Num chunks per bitmap side = 2 - Grid step in WUs = 80 - Num vertices per side = 64 + 1 - Size of the side in WUs = 5120
2022-03-27 15:07:18.683 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (5) - Num chunks per bitmap side = 1 - Grid step in WUs = 160 - Num vertices per side = 32 + 1 - Size of the side in WUs = 5120
2022-03-27 15:07:18.684 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::_ready
2022-03-27 15:07:18.686 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::_ready
2022-03-27 15:07:18.687 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::_ready
2022-03-27 15:07:18.967 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Camera::_ready
2022-03-27 15:07:18.968 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Entering world...
2022-03-27 15:07:18.969 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World entered...
2022-03-27 15:07:18.972 DEBUG [22352] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Initializing world...
2022-03-27 15:07:21.437 INFO  [22352] [TheWorld_MapManager::Timer<class std::chrono::duration<__int64,struct std::ratio<1,1000> >,struct std::chrono::steady_clock>::printDuration@54] TheWorld_MapManager::MapManager::getVertices - Num Vertices: 1050625 - (X x Z): 1025 x 1025 - Found in DB: 606741 duration = 2465 ms
2022-03-27 15:07:21.441 DEBUG [22352] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World initialization completed...
2022-03-27 15:07:41.737 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Exiting world...
2022-03-27 15:07:41.738 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World exited...
2022-03-27 15:07:41.751 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Exit world
2022-03-27 15:07:41.752 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Quitting...
2022-03-27 15:07:41.752 INFO  [8364] [godot::GDN_TheWorld_MainNode::deinit@37] TheWorld Main Node Deinitializing...
2022-03-27 15:07:41.752 INFO  [8364] [godot::GDN_TheWorld_Viewer::deinit@68] TheWorld Viewer Deinitializing...
2022-03-27 15:07:41.753 INFO  [8364] [godot::GDN_TheWorld_Viewer::deinit@74] TheWorld Viewer Deinitialized!
2022-03-27 15:07:41.754 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::deinit DONE!
2022-03-27 15:07:41.754 INFO  [8364] [godot::GDN_TheWorld_MainNode::deinit@62] TheWorld Main Node Deinitialized!
2022-03-27 15:07:41.754 INFO  [8364] [godot::GDN_TheWorld_Globals::deinit@80] TheWorld Globals Deinitializing...
2022-03-27 15:07:41.755 INFO  [8364] [TheWorld_MapManager::utils::~utils@54] *****************
2022-03-27 15:07:41.755 INFO  [8364] [TheWorld_MapManager::utils::~utils@55] Log Terminated!
2022-03-27 15:07:41.755 INFO  [8364] [TheWorld_MapManager::utils::~utils@56] *****************
2022-03-27 15:07:41.755 INFO  [8364] [godot::GDN_TheWorld_Globals::deinit@84] TheWorld Globals Deinitialized!
2022-03-27 15:07:41.755 INFO  [8364] [godot::GDN_TheWorld_Globals::deinit@86] *****************
2022-03-27 15:07:41.755 INFO  [8364] [godot::GDN_TheWorld_Globals::deinit@87] Log Terminated!
2022-03-27 15:07:41.755 INFO  [8364] [godot::GDN_TheWorld_Globals::deinit@88] *****************
2022-03-27 15:07:41.756 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::deinit DONE!
2022-03-27 15:07:41.757 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::deinit DONE!
2022-03-27 15:07:41.758 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::_notification - Destroy Main Node
2022-03-27 15:07:41.760 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Camera::_notification - Destroy Camera
2022-03-27 15:07:41.761 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::_notification - Destroy Viewer
2022-03-27 15:07:41.778 DEBUG [8364] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::_notification - Destroy Globals
2022-03-27 15:10:50.475 INFO  [24264] [godot::GDN_TheWorld_Globals::init@57] ***************
2022-03-27 15:10:50.476 INFO  [24264] [godot::GDN_TheWorld_Globals::init@58] Log initilized!
2022-03-27 15:10:50.476 INFO  [24264] [godot::GDN_TheWorld_Globals::init@59] ***************
2022-03-27 15:10:50.476 INFO  [24264] [godot::GDN_TheWorld_Globals::init@61] TheWorld Globals Initializing...
2022-03-27 15:10:50.476 INFO  [24264] [TheWorld_MapManager::utils::init@47] ***************
2022-03-27 15:10:50.476 INFO  [24264] [TheWorld_MapManager::utils::init@48] Log initilized!
2022-03-27 15:10:50.476 INFO  [24264] [TheWorld_MapManager::utils::init@49] ***************
2022-03-27 15:10:50.478 INFO  [24264] [godot::GDN_TheWorld_Globals::init@68] TheWorld Globals Initialized!
2022-03-27 15:10:50.478 INFO  [24264] [godot::GDN_TheWorld_MainNode::init@141] TheWorld Main Node Initializing...
2022-03-27 15:10:50.478 INFO  [24264] [godot::GDN_TheWorld_Viewer::init@176] TheWorld Viewer Initializing...
2022-03-27 15:10:52.157 INFO  [24264] [godot::GDN_TheWorld_Viewer::init@182] TheWorld Viewer Initialized!
2022-03-27 15:10:52.158 INFO  [24264] [godot::GDN_TheWorld_MainNode::init@154] TheWorld Main Node Initialized!
2022-03-27 15:10:52.158 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Enabled!
2022-03-27 15:10:52.159 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Bitmap resolution = 1024 + 1
2022-03-27 15:10:52.160 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Num vertices per chunk side = 32 + 1
2022-03-27 15:10:52.161 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Lod max depth = 5 - Num lods = 6
2022-03-27 15:10:52.165 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (0) - Num chunks per bitmap side = 32 - Grid step in WUs = 5 - Num vertices per side = 1024 + 1 - Size of the side in WUs = 5120
2022-03-27 15:10:52.169 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (1) - Num chunks per bitmap side = 16 - Grid step in WUs = 10 - Num vertices per side = 512 + 1 - Size of the side in WUs = 5120
2022-03-27 15:10:52.172 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (2) - Num chunks per bitmap side = 8 - Grid step in WUs = 20 - Num vertices per side = 256 + 1 - Size of the side in WUs = 5120
2022-03-27 15:10:52.175 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (3) - Num chunks per bitmap side = 4 - Grid step in WUs = 40 - Num vertices per side = 128 + 1 - Size of the side in WUs = 5120
2022-03-27 15:10:52.178 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (4) - Num chunks per bitmap side = 2 - Grid step in WUs = 80 - Num vertices per side = 64 + 1 - Size of the side in WUs = 5120
2022-03-27 15:10:52.181 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (5) - Num chunks per bitmap side = 1 - Grid step in WUs = 160 - Num vertices per side = 32 + 1 - Size of the side in WUs = 5120
2022-03-27 15:10:52.182 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::_ready
2022-03-27 15:10:52.184 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::_ready
2022-03-27 15:10:52.185 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::_ready
2022-03-27 15:10:52.463 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Camera::_ready
2022-03-27 15:10:52.464 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Entering world...
2022-03-27 15:10:52.466 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World entered...
2022-03-27 15:10:52.467 DEBUG [19792] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Initializing world...
2022-03-27 15:10:54.954 INFO  [19792] [TheWorld_MapManager::Timer<class std::chrono::duration<__int64,struct std::ratio<1,1000> >,struct std::chrono::steady_clock>::printDuration@54] TheWorld_MapManager::MapManager::getVertices - Num Vertices: 1050625 - (X x Z): 1025 x 1025 - Found in DB: 606741 duration = 2486 ms
2022-03-27 15:10:54.957 DEBUG [19792] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World initialization completed...
2022-03-27 15:11:09.142 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Exiting world...
2022-03-27 15:11:09.144 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World exited...
2022-03-27 15:11:09.154 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Exit world
2022-03-27 15:11:09.155 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Quitting...
2022-03-27 15:11:09.155 INFO  [24264] [godot::GDN_TheWorld_MainNode::deinit@37] TheWorld Main Node Deinitializing...
2022-03-27 15:11:09.155 INFO  [24264] [godot::GDN_TheWorld_Viewer::deinit@68] TheWorld Viewer Deinitializing...
2022-03-27 15:11:09.156 INFO  [24264] [godot::GDN_TheWorld_Viewer::deinit@74] TheWorld Viewer Deinitialized!
2022-03-27 15:11:09.157 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::deinit DONE!
2022-03-27 15:11:09.157 INFO  [24264] [godot::GDN_TheWorld_MainNode::deinit@62] TheWorld Main Node Deinitialized!
2022-03-27 15:11:09.157 INFO  [24264] [godot::GDN_TheWorld_Globals::deinit@80] TheWorld Globals Deinitializing...
2022-03-27 15:11:09.157 INFO  [24264] [TheWorld_MapManager::utils::~utils@54] *****************
2022-03-27 15:11:09.157 INFO  [24264] [TheWorld_MapManager::utils::~utils@55] Log Terminated!
2022-03-27 15:11:09.158 INFO  [24264] [TheWorld_MapManager::utils::~utils@56] *****************
2022-03-27 15:11:09.158 INFO  [24264] [godot::GDN_TheWorld_Globals::deinit@84] TheWorld Globals Deinitialized!
2022-03-27 15:11:09.158 INFO  [24264] [godot::GDN_TheWorld_Globals::deinit@86] *****************
2022-03-27 15:11:09.158 INFO  [24264] [godot::GDN_TheWorld_Globals::deinit@87] Log Terminated!
2022-03-27 15:11:09.158 INFO  [24264] [godot::GDN_TheWorld_Globals::deinit@88] *****************
2022-03-27 15:11:09.159 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::deinit DONE!
2022-03-27 15:11:09.160 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::deinit DONE!
2022-03-27 15:11:09.162 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::_notification - Destroy Main Node
2022-03-27 15:11:09.163 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Camera::_notification - Destroy Camera
2022-03-27 15:11:09.166 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::_notification - Destroy Viewer
2022-03-27 15:11:09.183 DEBUG [24264] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::_notification - Destroy Globals
2022-03-27 15:22:11.633 INFO  [23372] [godot::GDN_TheWorld_Globals::init@57] ***************
2022-03-27 15:22:11.634 INFO  [23372] [godot::GDN_TheWorld_Globals::init@58] Log initilized!
2022-03-27 15:22:11.634 INFO  [23372] [godot::GDN_TheWorld_Globals::init@59] ***************
2022-03-27 15:22:11.634 INFO  [23372] [godot::GDN_TheWorld_Globals::init@61] TheWorld Globals Initializing...
2022-03-27 15:22:11.634 INFO  [23372] [TheWorld_MapManager::utils::init@47] ***************
2022-03-27 15:22:11.634 INFO  [23372] [TheWorld_MapManager::utils::init@48] Log initilized!
2022-03-27 15:22:11.634 INFO  [23372] [TheWorld_MapManager::utils::init@49] ***************
2022-03-27 15:22:11.636 INFO  [23372] [godot::GDN_TheWorld_Globals::init@68] TheWorld Globals Initialized!
2022-03-27 15:22:11.636 INFO  [23372] [godot::GDN_TheWorld_MainNode::init@141] TheWorld Main Node Initializing...
2022-03-27 15:22:11.637 INFO  [23372] [godot::GDN_TheWorld_Viewer::init@176] TheWorld Viewer Initializing...
2022-03-27 15:22:13.413 INFO  [23372] [godot::GDN_TheWorld_Viewer::init@182] TheWorld Viewer Initialized!
2022-03-27 15:22:13.413 INFO  [23372] [godot::GDN_TheWorld_MainNode::init@154] TheWorld Main Node Initialized!
2022-03-27 15:22:13.414 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Enabled!
2022-03-27 15:22:13.415 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Bitmap resolution = 1024 + 1
2022-03-27 15:22:13.416 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Num vertices per chunk side = 32 + 1
2022-03-27 15:22:13.417 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Lod max depth = 5 - Num lods = 6
2022-03-27 15:22:13.421 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (0) - Num chunks per bitmap side = 32 - Grid step in WUs = 5 - Num vertices per side = 1024 + 1 - Size of the side in WUs = 5120
2022-03-27 15:22:13.424 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (1) - Num chunks per bitmap side = 16 - Grid step in WUs = 10 - Num vertices per side = 512 + 1 - Size of the side in WUs = 5120
2022-03-27 15:22:13.427 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (2) - Num chunks per bitmap side = 8 - Grid step in WUs = 20 - Num vertices per side = 256 + 1 - Size of the side in WUs = 5120
2022-03-27 15:22:13.431 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (3) - Num chunks per bitmap side = 4 - Grid step in WUs = 40 - Num vertices per side = 128 + 1 - Size of the side in WUs = 5120
2022-03-27 15:22:13.435 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (4) - Num chunks per bitmap side = 2 - Grid step in WUs = 80 - Num vertices per side = 64 + 1 - Size of the side in WUs = 5120
2022-03-27 15:22:13.438 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (5) - Num chunks per bitmap side = 1 - Grid step in WUs = 160 - Num vertices per side = 32 + 1 - Size of the side in WUs = 5120
2022-03-27 15:22:13.439 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Viewer::_ready
2022-03-27 15:22:13.440 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_MainNode::_ready
2022-03-27 15:22:13.441 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Globals::_ready
2022-03-27 15:22:13.724 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - GDN_TheWorld_Camera::_ready
2022-03-27 15:22:13.725 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Entering world...
2022-03-27 15:22:13.727 DEBUG [23372] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World entered...
2022-03-27 15:22:13.728 DEBUG [24608] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Initializing world...
2022-03-27 15:22:16.224 INFO  [24608] [TheWorld_MapManager::Timer<class std::chrono::duration<__int64,struct std::ratio<1,1000> >,struct std::chrono::steady_clock>::printDuration@54] TheWorld_MapManager::MapManager::getVertices - Num Vertices: 1050625 - (X x Z): 1025 x 1025 - Found in DB: 606741 duration = 2495 ms
2022-03-27 15:22:16.228 DEBUG [24608] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - World initialization completed...
2022-03-27 15:23:49.796 INFO  [25744] [godot::GDN_TheWorld_Globals::init@57] ***************
2022-03-27 15:23:49.796 INFO  [25744] [godot::GDN_TheWorld_Globals::init@58] Log initilized!
2022-03-27 15:23:49.796 INFO  [25744] [godot::GDN_TheWorld_Globals::init@59] ***************
2022-03-27 15:23:49.796 INFO  [25744] [godot::GDN_TheWorld_Globals::init@61] TheWorld Globals Initializing...
2022-03-27 15:23:49.797 INFO  [25744] [TheWorld_MapManager::utils::init@47] ***************
2022-03-27 15:23:49.797 INFO  [25744] [TheWorld_MapManager::utils::init@48] Log initilized!
2022-03-27 15:23:49.797 INFO  [25744] [TheWorld_MapManager::utils::init@49] ***************
2022-03-27 15:23:49.799 INFO  [25744] [godot::GDN_TheWorld_Globals::init@68] TheWorld Globals Initialized!
2022-03-27 15:23:49.799 INFO  [25744] [godot::GDN_TheWorld_MainNode::init@141] TheWorld Main Node Initializing...
2022-03-27 15:23:49.799 INFO  [25744] [godot::GDN_TheWorld_Viewer::init@176] TheWorld Viewer Initializing...
2022-03-27 15:23:51.225 INFO  [25744] [godot::GDN_TheWorld_Viewer::init@182] TheWorld Viewer Initialized!
2022-03-27 15:23:51.225 INFO  [25744] [godot::GDN_TheWorld_MainNode::init@154] TheWorld Main Node Initialized!
2022-03-27 15:23:51.225 DEBUG [25744] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Enabled!
2022-03-27 15:23:51.226 DEBUG [25744] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Bitmap resolution = 1024 + 1
2022-03-27 15:23:51.227 DEBUG [25744] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Num vertices per chunk side = 32 + 1
2022-03-27 15:23:51.228 DEBUG [25744] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Lod max depth = 5 - Num lods = 6
2022-03-27 15:23:51.231 DEBUG [25744] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - lod (0) - Num chunks per bitmap side = 32 - Grid step in WUs = 5 - Num vertices per side = 1024 + 1 - Size of the side in WUs = 5120
